Player,Matches_Played,Total_Medals,Unique_Medals,Avg_Medals_Per_Match
littleboots10,1,4,4,4.0
littlecallaway,1,13,3,13.0
littlecurlyboy,1,6,5,6.0
littlei999,1,18,12,18.0
littlemaster117,1,5,4,5.0
littlemidget117,1,29,9,29.0
littleraney9,1,7,7,7.0
littlerock1122,1,13,10,13.0
littlpieceofPan,1,57,17,57.0
littlpunk,1,4,1,4.0
livE Iwakura,3,12,5,4.0
livdawg96,1,4,4,4.0
live2skate,1,14,8,14.0
livebait11,1,11,8,11.0
livebyluck1369,1,5,4,5.0
livegreen16,1,10,7,10.0
liveloverich,1,3,3,3.0
liveplayer25,1,8,8,8.0
livewire2412,4,38,14,9.5
livinginsideofu,3,42,13,14.0
lkicazznoobl,1,11,5,11.0
ll 28 grams ll,1,6,3,6.0
ll 3 z o n ll,2,13,4,6.5
ll 420 II,1,4,3,4.0
ll 4ShAdOwEd ll,1,20,5,20.0
ll 77Saint31 ll,2,9,6,4.5
ll A k U m A ll,1,26,10,26.0
ll Aleksi ll,1,15,7,15.0
ll Alfred ll,1,6,2,6.0
ll Aliens ll,1,18,11,18.0
ll AngrA ll,1,11,6,11.0
ll ArMoReD ll,2,38,16,19.0
ll BruTaLiTy ll,1,1,1,1.0
ll C L A R K II,1,17,10,17.0
ll CLEAR ll,1,27,18,27.0
ll ChRoNiC ll,1,23,14,23.0
ll CheF,2,22,11,11.0
ll CokeWave ll,1,8,4,8.0
ll Conrad ll,1,19,15,19.0
ll Corvus ll,1,7,6,7.0
ll CriSlayer ll,1,6,5,6.0
ll DIES IRAE ll,3,50,15,16.67
ll DOULOS ll,2,10,6,5.0
ll Darkstar lI,1,16,7,16.0
ll DeFeR ll,1,5,4,5.0
ll Deatman ll,1,38,15,38.0
ll Defalt ll,1,9,6,9.0
ll Dr Hype,3,53,16,17.67
ll ERROR II,3,46,14,15.33
ll FAKIE ll,1,5,4,5.0
ll FaCeMeLt ll,2,44,8,22.0
ll Forsaken lI,1,15,7,15.0
ll G2R ll,5,80,26,16.0
ll GOD WAR ll,1,14,7,14.0
ll GraveLord,1,8,1,8.0
ll H3NCHMAN ll,1,10,4,10.0
ll HeHateMe ll,1,5,2,5.0
ll Hopper ll,1,9,6,9.0
ll I Will WiNll,1,20,9,20.0
ll JKilla ll,2,31,19,15.5
ll JMick ll,1,11,7,11.0
ll Jay Zilla ll,1,5,5,5.0
ll Jerome 092,1,1,1,1.0
ll JuniorM,1,6,5,6.0
ll KDOG II,1,7,3,7.0
ll KJz Horus ll,1,14,10,14.0
ll KRAZY ll,1,6,4,6.0
ll Kayo ll,2,13,5,6.5
ll Kirito lll,1,9,8,9.0
ll KlundeR ll,1,45,17,45.0
ll Kuma9 ll,1,23,9,23.0
ll LEVIATAN ll7,1,7,3,7.0
ll Logic II,1,28,11,28.0
ll Lowdown ll,1,12,6,12.0
ll M3nAc3 ll,2,9,6,4.5
ll M4DHUNT3R ll,3,49,15,16.33
ll ML ll Tony,1,19,8,19.0
ll MOJONIX ll,4,64,30,16.0
ll Majority ll,1,23,10,23.0
ll MarcoSK8 ll,1,7,4,7.0
ll Mariio ll,1,14,10,14.0
ll Miguel M ll,2,30,13,15.0
ll Mockus ll,8,89,22,11.12
ll Mr Pepper ll,1,7,6,7.0
ll Mr Salt ll,1,13,10,13.0
ll NiteHawk ll,1,6,5,6.0
ll Nitrous ll,3,42,6,14.0
ll NlGHTMARE ll,12,137,31,11.42
ll Obsolete ll,1,6,5,6.0
ll Pharisth ll,1,21,5,21.0
ll Prefectss ll,4,36,12,9.0
ll QuAd Sh0t ll,2,36,14,18.0
ll ReGrEtS ll,2,16,8,8.0
ll S4iX ll,1,5,5,5.0
ll SYL3R ll,1,13,10,13.0
ll SaintZ ll 87,1,9,4,9.0
ll SeniLe ll,1,6,2,6.0
ll ShAk ll,5,58,19,11.6
ll Shaddai ll,3,31,13,10.33
ll SiiLeNTz ll8,1,14,6,14.0
ll Skyrox ll,1,6,2,6.0
ll SnAk3 ll,1,19,3,19.0
ll SnakeSht ll,1,5,3,5.0
ll Snipars ll,1,18,9,18.0
ll Sorbin ll,1,10,5,10.0
ll SwiTcH ll,1,17,12,17.0
ll SwoleNerd ll,1,26,6,26.0
ll Texas Red ll,1,5,2,5.0
ll Th3JoK3R ll,1,3,2,3.0
ll V3n0m Sh0t l,1,3,2,3.0
ll VITRI ll,1,23,4,23.0
ll ViP JoK3R ll,1,18,4,18.0
ll Wesk ll,2,42,15,21.0
ll XxSEBASxX ll,1,4,4,4.0
ll eIVIon ll,1,13,8,13.0
ll harlock ll,1,25,9,25.0
ll kryptoniite,2,18,4,9.0
ll n0g ll,2,25,10,12.5
ll redCel ll,1,6,3,6.0
ll rester ll,1,17,7,17.0
ll sW CLutCH ll,2,19,6,9.5
ll swaff ll,1,9,2,9.0
ll zD ll,2,6,2,3.0
llAcidTripll,5,64,22,12.8
llBONEBREAKERll,1,5,2,5.0
llCHAOTIIKll,2,38,16,19.0
llCJRll,1,2,1,2.0
llCLoSll,1,13,4,13.0
llCONCUSSIONll,1,5,5,5.0
llCaLLMeDaDdYll,5,50,21,10.0
llDE BEARSll,1,9,5,9.0
llDavod09ll,1,11,9,11.0
llFoxyll,3,53,22,17.67
llGUNOCIDEll,1,37,14,37.0
llGamersZone6ll,1,9,6,9.0
llGhostOfOnyxll,1,7,6,7.0
llGhostfire24ll,1,20,12,20.0
llHB I Slayerll,1,5,4,5.0
llIFate,3,30,12,10.0
llKnarlitoll,1,4,4,4.0
llLeprechaun,2,35,15,17.5
llLostTechll,1,5,3,5.0
llMaDa,1,6,3,6.0
llMannyll,1,17,10,17.0
llMrNiceGuy,1,11,7,11.0
llNaSh,1,23,11,23.0
llNitroxxMiGll,2,7,3,3.5
llPAIDinFULLll,3,19,10,6.33
llPNWllPANDEMIC,2,15,10,7.5
llSobeckll,2,28,10,14.0
llStitchll,1,4,4,4.0
llTCllSaRgE,1,9,7,9.0
llTHE ICEMANll,1,4,4,4.0
llWindll,1,13,6,13.0
llallapandilla,1,3,3,3.0
llama rider64,1,3,3,3.0
llamas2333,3,19,9,6.33
llcastillo83ll,1,2,2,2.0
llcwattll,1,3,2,3.0
llego l lexero,1,19,10,19.0
lli LiNk ill,1,2,1,2.0
lll Brooks lll,1,2,2,2.0
lll Brutus lll,3,38,10,12.67
lll DisHonor,1,34,15,34.0
lll FALCO lll,1,8,3,8.0
lll OZZIEE lll,1,12,4,12.0
lll PANDA lll,2,13,6,6.5
lll RIO lll,1,17,9,17.0
lll THIEF lll,3,7,4,2.33
lll V ll,1,5,4,5.0
lll WeaponX lll,1,22,7,22.0
lll dj z lll,1,5,5,5.0
lll ikon lll,1,2,2,2.0
lllFlawlesslll,1,28,14,28.0
lllFury,2,25,14,12.5
lllGYPSYlll,2,12,6,6.0
lllMACDADDYlll,1,2,2,2.0
lllRUTHLESlllzT,1,3,3,3.0
llllBRAVEllll,2,4,2,2.0
lllobjSlayerlll,1,45,16,45.0
llntensify,1,5,4,5.0
lluntaljeinzlx2,1,6,3,6.0
llx JB xll,1,1,1,1.0
llx OG xll,2,18,14,9.0
llx WaLToN xll,1,8,2,8.0
llxBIGMIKExll,2,37,18,18.5
llxkuroshyxll,1,3,2,3.0
lm Bad at Halo5,2,13,7,6.5
lm Crow Ur Not,1,15,3,15.0
lm David,1,9,4,9.0
lm Hop Jones,5,71,12,14.2
lm Vegan,1,12,9,12.0
lm beat lol,1,9,7,9.0
lminent,2,11,3,5.5
lmma be lil boi,1,3,3,3.0
lmmortaIShadow,1,12,4,12.0
lmmortal Azn,3,34,11,11.33
lmmortan Joe,1,4,4,4.0
lmnotthatgood,15,311,13,20.73
ln Dying Dayz,2,25,12,12.5
ln5ight,1,12,7,12.0
lnTlMidation,1,5,5,5.0
lncendios,1,10,6,10.0
lnconstancy,1,10,7,10.0
lndeniaI,12,149,41,12.42
lndependent 504,1,2,1,2.0
lnfamous kaos,1,24,17,24.0
lnfamousChaos,2,15,7,7.5
lnfluentially,1,5,3,5.0
lnsaaniity,1,2,2,2.0
lnsolence,7,139,26,19.86
lnsoul,1,10,3,10.0
lntent X,2,31,11,15.5
lnterning,4,42,7,10.5
lnto The NighT,2,27,10,13.5
lo Torm3nt ol,2,28,13,14.0
lobo noble,1,9,5,9.0
loboazulkrema,1,9,3,9.0
lobstah988,1,15,10,15.0
localboy41,1,11,9,11.0
localcelebmia,1,8,2,8.0
locin 117,1,3,3,3.0
locoguide6575,1,2,2,2.0
lodgeballer93,2,25,14,12.5
lofrost,1,11,2,11.0
logNtechno,1,18,7,18.0
loggyp,1,16,9,16.0
logi Bair,1,2,1,2.0
logman614,1,8,6,8.0
logranados,1,5,4,5.0
lojech,4,15,5,3.75
lokin32,1,13,9,13.0
lol dude i suck,12,97,17,8.08
lol rekt u mad,1,21,9,21.0
lolbeebop,1,4,4,4.0
lolcarpenter117,1,16,10,16.0
loll u mad bro,2,19,9,9.5
lolmatalol,2,22,10,11.0
lolo Vv66vV,1,7,2,7.0
lone wolf 2674,2,8,8,4.0
lonecourier7,1,4,2,4.0
lonely knight2,1,1,1,1.0
lonespartan110,8,55,24,6.88
lonewolf no3,1,16,10,16.0
lonewolf110,2,10,8,5.0
lonewolf8817,1,4,2,4.0
lonewolfkiller8,4,73,29,18.25
longhorn318,1,14,10,14.0
longhorneagle,1,1,1,1.0
look shoot,1,10,7,10.0
lookmomnohandzz,1,31,14,31.0
lookoutforDETOX,1,1,1,1.0
loopy looops,1,5,2,5.0
loopy93,1,5,3,5.0
looseduce77,2,38,13,19.0
lopesyFbaby,1,8,7,8.0
loranchs,1,18,7,18.0
lorca1602,1,3,3,3.0
lord chile,1,2,2,2.0
lord garmadon07,1,1,1,1.0
lord kushncali,1,6,5,6.0
lord of pain309,1,27,6,27.0
lord ricky107,4,29,16,7.25
lord soto luis,1,1,1,1.0
lordjackman 15,1,14,9,14.0
lordmarz18,1,2,2,2.0
lordoku,1,8,6,8.0
lordpunk45 66,1,8,6,8.0
lordschaby21,1,2,1,2.0
lordvegeta91,1,1,1,1.0
loste21,1,10,7,10.0
loudmog,1,3,1,3.0
louiev1725,1,17,10,17.0
louishigs42,1,23,9,23.0
loulouuuu10,2,26,4,13.0
loune,1,3,3,3.0
lovojj15,1,4,4,4.0
lqUicKscOPesl03,1,2,2,2.0
lron Elite,1,16,10,16.0
lron Giant,4,46,21,11.5
lronDuck,2,20,7,10.0
lslancers1013,1,14,7,14.0
lsolationist,1,4,2,4.0
lspatial Cesarl,1,32,18,32.0
lt1killer whale,2,31,6,15.5
ltem 9ine,2,38,16,19.0
lts OPTiX,2,28,10,14.0
ltsGUWOP,1,8,1,8.0
ltsJustThatBig,1,32,16,32.0
ltsTimmy,1,5,2,5.0
ltz Z3R0,1,4,4,4.0
ltz cYanide,5,20,8,4.0
ltzMexican,1,17,7,17.0
ltzz Jesus,14,141,34,10.07
luap0,3,39,7,13.0
lubemaster22,1,6,6,6.0
lubu18,1,25,9,25.0
luceeluu,1,8,4,8.0
luckeybowles,1,2,2,2.0
lucky poncho,1,5,3,5.0
luckybites,1,17,6,17.0
luckygreen10,1,7,7,7.0
luckyliven,1,32,10,32.0
luckynachos,1,6,4,6.0
ludcorp,1,15,10,15.0
luffy9000,1,4,2,4.0
luffynoone,2,27,12,13.5
lugge king,1,11,7,11.0
luighielgallo,1,13,2,13.0
luigiblink,1,1,1,1.0
luigix27,1,8,6,8.0
luis 31 minutos,2,10,6,5.0
luis santiago23,3,13,7,4.33
luis xsx,1,1,1,1.0
luis1123,1,3,3,3.0
luis11707,1,6,5,6.0
luisburr2,1,8,6,8.0
luisd740,3,37,9,12.33
luisernestoxd14,1,13,7,13.0
luisfer0590,1,12,5,12.0
luisito23667,1,17,10,17.0
luiskiller22,2,20,5,10.0
luismaster117,1,3,3,3.0
luisspartan1170,1,3,3,3.0
luistex28,1,19,9,19.0
luix200002,1,9,6,9.0
luke189,1,4,2,4.0
lukewiz,2,17,9,8.5
lukycharms621,1,3,1,3.0
lumbeewill,1,28,12,28.0
lunarcoil03,1,4,2,4.0
lunarknight479,1,10,4,10.0
lunatic lonni 1,2,26,9,13.0
lunchboxattack,1,2,2,2.0
lurk66,7,79,17,11.29
luu02MLG,1,14,4,14.0
luv weeman,2,23,5,11.5
luwger,1,3,2,3.0
luza94,1,8,2,8.0
lv DeadShot vl,1,18,11,18.0
lv makaveli vl,1,14,6,14.0
lvl 88 Kadabra,2,34,19,17.0
lvl 88 Slowbro,2,11,7,5.5
lvl 99 Flannel,1,28,14,28.0
lvl 99 Pancake,1,3,2,3.0
lvlotoServe,1,9,8,9.0
lvluse,1,4,4,4.0
lwhitExRabbitl,1,6,2,6.0
lx 1R0N M4N xl,1,6,4,6.0
lx Ace xl,1,5,3,5.0
lx BEJAR xl,1,2,1,2.0
lx BarDown xl,1,11,3,11.0
lx DyNaMiC xl,7,74,22,10.57
lx Emanuell,4,34,11,8.5
lx Gandhi xl,1,10,3,10.0
lx Harry xl,1,14,5,14.0
lx MRCY xl,1,3,3,3.0
lx ND Irish xl,1,18,6,18.0
lx NOBLE xl,1,8,3,8.0
lx Nightmares,1,4,4,4.0
lx OT3P xl,3,24,11,8.0
lx RECKxLESS xl,39,598,59,15.33
lx ResiLienT xl,1,7,5,7.0
lx S I M 0 N xl,1,4,1,4.0
lx Skallywag xl,1,12,2,12.0
lx Spectrum xlx,1,1,1,1.0
lx StraTus lx,1,11,7,11.0
lx tunami xl,1,15,7,15.0
lxALPHAxOMEGAxl,1,3,2,3.0
lxBamasFinestxl,3,38,13,12.67
lxCrackxl801,2,19,5,9.5
lxFREDTASTICxl,1,11,2,11.0
lxFearless14xl,1,3,3,3.0
lxI FaMouS Ixl,2,27,11,13.5
lxI Zero Ixl,1,9,2,9.0
lxItZ dA KiNGxl,1,4,2,4.0
lxLethaIxl,1,28,12,28.0
lxMRCHEEZLExl,2,51,10,25.5
lxShowTimexl,1,11,6,11.0
lxTHE DRIZZLExl,3,62,16,20.67
lxTORMENTxl,1,8,7,8.0
lxX Kronen Xxl,1,25,9,25.0
lxXxKaiserxXxl,3,23,6,7.67
lxXxrObertoxXxl,1,13,9,13.0
lxl AlTiMa lxl,2,17,6,8.5
lxl B3zErK lxl,1,5,5,5.0
lxl GinToki lxl,1,6,5,6.0
lxlEl Diablolxl,1,10,5,10.0
lxxPR3DATORxxl,1,26,8,26.0
lyfe4aiur,1,5,3,5.0
lynnsdelira,2,10,2,5.0
lyssalaine7,2,35,8,17.5
m leopold,2,30,10,15.0
m000lah,1,3,1,3.0
m0NSt3RmAtt12,2,22,8,11.0
m0j0k1lla 123,1,3,3,3.0
m0mOz0n3,1,7,6,7.0
m0nk3ysp1tt3r,1,9,8,9.0
m0nkeyboy97,3,25,9,8.33
m0nst3rman711,1,3,3,3.0
m0oseNuckle132,1,9,7,9.0
m0rtolife692,1,8,6,8.0
m0t16,1,1,1,1.0
m0xr,1,4,3,4.0
m1ggs21,1,10,6,10.0
m1ntysandwich,1,33,15,33.0
m1sterc001guy,3,20,10,6.67
m1sterw1zard,1,8,7,8.0
m3Xico sT4r9,1,25,7,25.0
m3dicAt10n,1,12,7,12.0
m3thamk3tamine,1,1,1,1.0
m4d3t0s1nk,1,2,2,2.0
m4deUlooktwice0,1,3,3,3.0
m4nrique,1,11,9,11.0
m4rK 11b,7,27,9,3.86
m4rku,1,12,5,12.0
m6T GuTuN,3,63,20,21.0
m70marc,2,22,7,11.0
mArkOwNsYou,1,9,6,9.0
mBEEZYb,1,4,3,4.0
mC NT 11718g,5,32,8,6.4
mCastillo4,1,2,2,2.0
mDoug GG,1,19,9,19.0
mEtAl 1 mAn,1,16,8,16.0
mF iHeZzA,1,4,3,4.0
mF iKossu,1,10,4,10.0
mG v EcLiPSe,1,21,13,21.0
mIckEy 05xX,1,10,3,10.0
mJoker89,2,35,14,17.5
mK Bo0,1,3,1,3.0
mOnYeInThEBaNk,1,15,7,15.0
mR LOsT OnE,2,26,5,13.0
mR P0T8T0 HEAd,1,5,4,5.0
mRaple Syrup,1,23,12,23.0
mShepsy,1,4,4,4.0
mWORKMAN44,1,10,10,10.0
mXGODARXm,1,13,9,13.0
mY sNiPe TrApS,1,16,7,16.0
mYm HeLLRaVeN,1,9,7,9.0
maDDmiKKe420,1,9,7,9.0
maanuelitoo25,1,5,2,5.0
maanuuell 07,12,77,9,6.42
mabafi07,1,8,2,8.0
macaulay1625,2,11,7,5.5
macbleezy69,2,11,7,5.5
macbu3no,1,7,5,7.0
mace kimdu,1,3,1,3.0
macgrueber14,1,11,4,11.0
machiavelli5,2,11,7,5.5
machine gun129,1,10,5,10.0
machotaco55,1,3,3,3.0
machufuron,1,19,5,19.0
mackmalll,1,5,3,5.0
mad danny 242,1,12,7,12.0
madBean25,1,20,7,20.0
madbadkc,1,5,3,5.0
madcraZZy666,1,4,4,4.0
maddsss4,1,14,10,14.0
maddymoo,1,8,6,8.0
madi8madi2001,1,1,1,1.0
madkristoff,1,5,5,5.0
madkvazar,1,3,3,3.0
madman withguns,13,80,15,6.15
madmeadsmen,1,3,1,3.0
madskills169,1,5,5,5.0
mafia man veto,1,12,8,12.0
magicMarker909,1,13,6,13.0
magmashark20,1,17,9,17.0
magnusshock,1,4,1,4.0
magotof,1,14,8,14.0
magwavey,1,2,2,2.0
maicovera96,1,17,5,17.0
maikortiz 507,1,5,5,5.0
mainsupport1,1,1,1,1.0
maitony,1,11,4,11.0
majestic eSoza,1,3,1,3.0
majorkrustybutt,1,3,2,3.0
majpayne1,1,4,4,4.0
makattack1913,1,11,6,11.0
makavelidadon79,1,17,9,17.0
makdaddy1423,1,9,6,9.0
makewayforman,2,23,3,11.5
maknudo89,1,2,1,2.0
malFunktion718,1,3,3,3.0
malachino3218,1,14,10,14.0
mamaz pizza,1,1,1,1.0
mamey x,1,11,3,11.0
mammal eh,1,7,5,7.0
manatto,1,5,3,5.0
mandersbabii,1,8,4,8.0
mandingo504,1,50,16,50.0
mangela90,1,5,3,5.0
manichon01,1,5,5,5.0
manitooke,1,5,3,5.0
mankiller17,1,28,13,28.0
manny1454,2,20,3,10.0
mannysbmw,1,6,5,6.0
manofbumi,2,37,15,18.5
manofsteel1898,1,3,3,3.0
manuch77,1,1,1,1.0
manuel2071,4,57,17,14.25
manyostriches,1,7,4,7.0
mapasaurus7,2,15,7,7.5
marauder0,1,7,5,7.0
marcelolimpio,1,7,4,7.0
marco00228,1,17,11,17.0
marcoAB Royz,1,10,5,10.0
marcoj319,1,6,2,6.0
marcoronni,1,11,6,11.0
marcusponja,1,12,8,12.0
marePHOBOS,1,1,1,1.0
marinem3ch,1,1,1,1.0
mario brossz,2,7,4,3.5
mario swat,2,20,10,10.0
mariodamonsta,2,9,5,4.5
mariopsy,1,1,1,1.0
mariya0310,2,26,9,13.0
marizzz01,4,38,16,9.5
mark buddy nas,4,33,16,8.25
markisio 07,1,7,7,7.0
markman92026,1,4,3,4.0
markmu,1,2,2,2.0
marlon soce,1,7,6,7.0
maromasss,1,9,7,9.0
marquez g2321,5,66,18,13.2
marshalerikson3,2,24,6,12.0
martin barokow,1,13,3,13.0
martinacster,1,11,4,11.0
martini2010,1,1,1,1.0
martini8318,2,35,19,17.5
martino074,1,23,11,23.0
martinthe1,8,145,16,18.12
maryli,1,8,2,8.0
masared56,1,3,2,3.0
mase8806,1,9,6,9.0
masie08,1,2,1,2.0
masive weasle,1,2,1,2.0
masizzai,1,2,2,2.0
masotasojudo,1,12,2,12.0
massageMax89,2,7,6,3.5
mast3rchi3f 707,1,8,6,8.0
masta MiMo,1,4,2,4.0
masta reaper,1,7,4,7.0
mastaa man,1,3,3,3.0
mastaforte,2,23,15,11.5
mastar99,4,45,20,11.25
master bork,1,8,3,8.0
master chief rw,1,32,8,32.0
master cuis,1,4,4,4.0
master loco91,1,4,4,4.0
master taez,6,67,13,11.17
master1cheif1,1,34,11,34.0
masterN16Aslog,1,17,3,17.0
masterace17,1,13,9,13.0
masterarby03117,1,15,8,15.0
mastercheerio,1,2,2,2.0
masterchief ty9,2,39,16,19.5
masterchief1725,1,25,11,25.0
masterchief4240,1,19,9,19.0
masterchieff09,2,8,7,4.0
masterchieff29,2,23,14,11.5
mastercrazy202,1,1,1,1.0
masterf chief z,2,4,4,2.0
mastergamer015,1,6,5,6.0
masterj mans4,2,34,8,17.0
masterkiller207,1,6,5,6.0
masterlel69,1,6,5,6.0
masterleon12,1,3,3,3.0
mastermau117,1,7,5,7.0
masterpilot121,2,9,5,4.5
masterplayerFHM,3,24,9,8.0
mastershif3012,1,23,13,23.0
mastership07,1,3,3,3.0
mastersword92,1,29,7,29.0
mastertaco1396,1,7,6,7.0
mastra90,2,25,5,12.5
matansaDEsprtns,1,9,5,9.0
mataweyez,1,9,5,9.0
matay0,1,40,13,40.0
mateo1717,1,2,1,2.0
mateomeoteo,1,13,2,13.0
math soccer19,1,25,5,25.0
matheus5035,1,2,2,2.0
mathew4319,1,1,1,1.0
maton500,1,8,7,8.0
matt2027,1,8,6,8.0
mattbreezyy,1,17,8,17.0
mattbudz07,1,29,10,29.0
mattcam09,1,7,3,7.0
mattdaddy2244,1,3,3,3.0
mattdub6,1,14,6,14.0
matteyo19,1,16,9,16.0
mattfoley010210,1,4,2,4.0
matthewderry,1,15,7,15.0
matthias005,1,6,5,6.0
mattman9995,1,24,11,24.0
mattoem,1,9,9,9.0
mattsmith14,1,12,4,12.0
mattyice460,1,4,4,4.0
mattyward2k,1,9,5,9.0
mauRGH,1,13,3,13.0
mauricio1995,1,14,9,14.0
mauu141094,1,10,7,10.0
max142322,1,9,7,9.0
maxboy233,1,18,7,18.0
maxobe,1,10,5,10.0
maxoralex2,1,4,3,4.0
maxterchief5592,1,7,6,7.0
mayard,1,4,2,4.0
mayfam,1,16,5,16.0
mayini,1,10,3,10.0
mayku117,1,7,6,7.0
mazorcaaaaa,1,20,12,20.0
mberrones24,4,19,8,4.75
mblim,1,4,3,4.0
mbrit98,1,6,5,6.0
mc qwikscope,1,2,2,2.0
mcDENCH,1,20,9,20.0
mcaso58,1,3,3,3.0
mccluretim96,5,41,13,8.2
mcelroyman,2,7,5,3.5
mcginleyr2154,1,14,2,14.0
mcir3000,1,31,13,31.0
mcizzzzle,1,25,11,25.0
mckindley,1,6,4,6.0
mcnaeric,1,11,3,11.0
mcneelyman,1,4,3,4.0
mcreason,2,42,20,21.0
mcritchfield,1,19,9,19.0
mcskalman77,2,7,4,3.5
mcsweeezy,1,12,11,12.0
mdgN,1,34,18,34.0
mdlefngrstudios,1,10,8,10.0
mdog622,2,10,8,5.0
mdr387,1,5,3,5.0
me2h2o,3,26,14,8.67
meatwad63,1,17,9,17.0
mebreck,1,6,3,6.0
mechinizedevil,1,8,1,8.0
medaforcer,2,9,7,4.5
meddy57,1,10,8,10.0
medic mouse,1,5,4,5.0
meekins,1,9,5,9.0
megablock,1,6,6,6.0
megaman91,1,2,1,2.0
megamattdamon,1,3,2,3.0
megas1981,1,17,4,17.0
megasdgfg,2,13,10,6.5
megaviper,2,27,8,13.5
megazoom363,1,10,7,10.0
mehmehmehhhhhhh,2,16,11,8.0
meithos7779,1,21,15,21.0
melex247,1,15,7,15.0
mememo182,1,2,2,2.0
men8,2,36,8,18.0
meowmeowmix180,1,2,2,2.0
merazE45,1,10,6,10.0
mercanary89,1,10,5,10.0
merced117,1,10,5,10.0
mercenaries12,2,30,12,15.0
mercilessKOD,2,31,16,15.5
merkinout,1,6,4,6.0
merlin1402,1,8,5,8.0
mervdatrick,1,9,7,9.0
merwynbogue,3,28,14,9.33
mesquatcho,1,4,3,4.0
messenger08,1,9,6,9.0
mestadio420,1,2,2,2.0
metaldui,1,5,5,5.0
metall2ica,1,4,4,4.0
metallicbrando,1,6,5,6.0
metalmaster151,1,2,2,2.0
method1491,1,24,6,24.0
methylxanthine,1,2,2,2.0
mewwwww2,1,11,6,11.0
mexifry46,1,1,1,1.0
meximonkey15,1,5,4,5.0
mexxicancorndog,1,14,4,14.0
mezzotagger,1,10,5,10.0
mfScherbatsky,2,15,4,7.5
mfaust19,2,14,4,7.0
mftk JOKER,1,1,1,1.0
mgmoore12,1,14,8,14.0
mgp zero,1,1,1,1.0
mherm,3,56,19,18.67
mi147,1,4,3,4.0
miIeman,13,164,32,12.62
mic0mic0mic0,1,11,5,11.0
micael09,1,13,8,13.0
michael087,1,5,3,5.0
michael867,1,1,1,1.0
michaletay,1,6,1,6.0
mickymattymazzy,1,5,4,5.0
micman2,1,1,1,1.0
micor72,1,19,10,19.0
microjr,1,4,4,4.0
microscopicPP,1,7,6,7.0
midfieldmurder3,1,24,13,24.0
midgy,2,34,14,17.0
midnightdice2,1,6,6,6.0
midnightlife11,1,4,4,4.0
midwesterndemon,1,6,4,6.0
mighty luke,1,23,11,23.0
miginasss,1,10,7,10.0
migueI,3,62,10,20.67
miguel1347,1,18,5,18.0
miguellm03,1,3,2,3.0
miguelon23djz,1,10,3,10.0
mihanshu,1,24,6,24.0
miheva,1,24,12,24.0
miiGuel1699,5,30,8,6.0
miik321,1,11,6,11.0
mike s 923,1,17,4,17.0
mike11ballin,1,14,7,14.0
mikeR 117,2,22,10,11.0
mikeface killah,1,9,4,9.0
mikei6,1,6,2,6.0
mikenbill,1,10,2,10.0
mikep40,4,56,18,14.0
mikeslayer214,1,14,4,14.0
miket1803,1,13,8,13.0
miketheknife13,1,7,6,7.0
mikevons,1,5,5,5.0
mikeytttt,1,9,4,9.0
mikl21,1,11,7,11.0
miligit,1,13,7,13.0
milkyway67,2,56,18,28.0
millbilly,1,21,9,21.0
millboy,2,29,10,14.5
millcitycapo,1,3,3,3.0
millertime0102,1,11,10,11.0
millertimes30,1,17,5,17.0
milosh medivski,1,1,1,1.0
milouddu31,1,9,5,9.0
min3craftlov3rz,1,11,6,11.0
minashark,1,26,15,26.0
mindoffire,1,1,1,1.0
minibum316,1,14,9,14.0
minicreeper1900,1,15,10,15.0
minifrog99,1,18,14,18.0
minipop22,1,11,7,11.0
minironaldo,1,8,8,8.0
minismirf,1,12,8,12.0
minkiller766,1,27,8,27.0
mintesh,1,28,6,28.0
miquiztlihd,1,8,6,8.0
mirorx,1,26,11,26.0
mirror 1,1,10,6,10.0
mirtub,1,6,4,6.0
misa007,1,9,5,9.0
misfitmafia,1,27,7,27.0
mishi0731,1,15,8,15.0
mister briches8,1,18,8,18.0
mister furly,2,29,13,14.5
misterchief1176,1,1,1,1.0
mistercreep31,1,35,11,35.0
mitch1234567891,6,40,13,6.67
mithrul,1,21,10,21.0
mixmasterbdt,1,14,10,14.0
miyayo09,1,5,4,5.0
mizzouallnight,1,2,2,2.0
mjenney1990,1,26,6,26.0
mjfranks24,1,24,9,24.0
mjg16,1,15,4,15.0
mjmoose,1,7,4,7.0
mkean44,1,34,19,34.0
mkmeix,2,13,8,6.5
ml0vin213,1,11,6,11.0
mlg lParanormaL,1,11,1,11.0
mlg squidy,1,17,7,17.0
mmmhmmmmChicken,2,20,7,10.0
mmmmPeter,1,5,5,5.0
mnazzo423,1,20,5,20.0
mnmizzle1205,2,14,11,7.0
mnms41,1,4,4,4.0
mo0nkey47,1,14,8,14.0
mo2who,1,10,5,10.0
moazy3,1,10,8,10.0
mob4U2NV,1,18,10,18.0
mobrosco,1,4,3,4.0
mochochocho,1,7,4,7.0
moderator05,1,10,5,10.0
modest cat,2,44,16,22.0
modestmouse39,1,10,3,10.0
modusmortis,1,2,2,2.0
mohamedalbadani,1,6,4,6.0
moisesarias59,1,9,6,9.0
mojo jojo 00012,1,4,2,4.0
mojo826,1,2,1,2.0
mokeyslv28,1,14,6,14.0
molir96,1,10,8,10.0
momoaxe12,1,4,1,4.0
momolol6,4,83,17,20.75
monaped,1,16,7,16.0
monci,1,10,9,10.0
